origin,destination
5.5025E+11,5.5025E+11
5.5025E+11,5.5025E+11
5.5098E+11,5.5098E+11
5.5025E+11,5.5025E+11
5.5025E+11,5.5025E+11
5.5025E+11,5.5025E+11
5.51332E+11,5.51332E+11
5.51332E+11,5.51332E+11
5.5105E+11,5.5105E+11
5.5105E+11,5.5105E+11
5.5105E+11,5.5105E+11
5.51332E+11,5.51332E+11
5.51332E+11,5.51332E+11
5.5105E+11,5.5105E+11
5.5105E+11,5.5105E+11
5.5105E+11,5.5105E+11
5.51332E+11,5.51332E+11
5.5079E+11,5.5079E+11
5.51332E+11,5.51332E+11
5.51332E+11,5.51332E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.50551E+11,5.50551E+11
5.50551E+11,5.50551E+11
5.5073E+11,5.5073E+11
5.5073E+11,5.5073E+11
5.5073E+11,5.5073E+11
5.51332E+11,5.51332E+11
5.5073E+11,5.5073E+11
5.5005E+11,5.5005E+11
5.5094E+11,5.5094E+11
5.5094E+11,5.5094E+11
5.5094E+11,5.5094E+11
5.5005E+11,5.5005E+11
5.5005E+11,5.5005E+11
5.5073E+11,5.5073E+11
5.5073E+11,5.5073E+11
5.5094E+11,5.5094E+11
5.5094E+11,5.5094E+11
5.50551E+11,5.50551E+11
5.50551E+11,5.50551E+11
5.5073E+11,5.5073E+11
5.50551E+11,5.50551E+11
5.51332E+11,5.51332E+11
5.5073E+11,5.5073E+11
5.5073E+11,5.5073E+11
5.50551E+11,5.50551E+11
5.51332E+11,5.51332E+11
5.51332E+11,5.51332E+11
5.51332E+11,5.51332E+11
5.5009E+11,5.5009E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.50897E+11,5.50897E+11
5.50897E+11,5.50897E+11
5.5076E+11,5.5076E+11
5.5076E+11,5.5076E+11
5.5073E+11,5.5073E+11
5.5076E+11,5.5076E+11
5.5076E+11,5.5076E+11
5.5076E+11,5.5076E+11
5.51131E+11,5.51131E+11
5.5105E+11,5.5105E+11
5.5105E+11,5.5105E+11
5.5105E+11,5.5105E+11
5.5073E+11,5.5073E+11
5.50551E+11,5.50551E+11
5.50551E+11,5.50551E+11
5.5073E+11,5.5073E+11
5.5079E+11,5.5079E+11
5.50551E+11,5.50551E+11
5.5105E+11,5.5105E+11
5.5105E+11,5.5105E+11
5.5105E+11,5.5105E+11
5.50551E+11,5.50551E+11
5.50551E+11,5.50551E+11
5.51351E+11,5.51351E+11
5.51351E+11,5.51351E+11
5.5073E+11,5.5073E+11
5.5094E+11,5.5094E+11
5.5094E+11,5.5094E+11
5.5079E+11,5.5079E+11
5.50551E+11,5.50551E+11
5.5079E+11,5.5079E+11
5.50551E+11,5.50551E+11
5.50551E+11,5.50551E+11
5.50551E+11,5.50551E+11
5.50551E+11,5.50551E+11
5.50551E+11,5.50551E+11
5.5079E+11,5.5079E+11
5.5073E+11,5.5073E+11
5.5062E+11,5.5062E+11
5.51332E+11,5.51332E+11
5.5092E+11,5.5092E+11
5.51332E+11,5.51332E+11
5.5105E+11,5.5105E+11
5.51332E+11,5.51332E+11
5.51332E+11,5.51332E+11
5.51332E+11,5.51332E+11
5.51332E+11,5.51332E+11
5.51332E+11,5.51332E+11
5.5082E+11,5.5082E+11
5.5082E+11,5.5082E+11
5.5082E+11,5.5082E+11
5.5025E+11,5.5025E+11
5.5063E+11,5.5063E+11
5.5063E+11,5.5063E+11
5.51E+11,5.51E+11
5.51E+11,5.51E+11
5.51E+11,5.51E+11
5.51E+11,5.51E+11
5.51E+11,5.51E+11
5.5101E+11,5.5101E+11
5.5063E+11,5.5063E+11
5.5063E+11,5.5063E+11
5.5141E+11,5.5141E+11
5.5073E+11,5.5073E+11
5.5073E+11,5.5073E+11
5.5073E+11,5.5073E+11
5.5073E+11,5.5073E+11
5.5025E+11,5.5025E+11
5.5141E+11,5.5141E+11
5.5009E+11,5.5009E+11
5.5141E+11,5.5141E+11
5.5025E+11,5.5025E+11
5.5009E+11,5.5009E+11
5.5025E+11,5.5025E+11
5.5009E+11,5.5009E+11
5.51332E+11,5.51332E+11
5.51332E+11,5.51332E+11
5.5009E+11,5.5009E+11
5.5009E+11,5.5009E+11
5.51332E+11,5.51332E+11
5.51332E+11,5.51332E+11
5.5084E+11,5.5084E+11
5.5009E+11,5.5009E+11
5.50831E+11,5.50831E+11
5.50831E+11,5.50831E+11
5.507E+11,5.507E+11
5.507E+11,5.507E+11
5.507E+11,5.507E+11
5.51332E+11,5.51332E+11
5.51332E+11,5.51332E+11
5.51332E+11,5.51332E+11
5.51091E+11,5.51091E+11
5.507E+11,5.507E+11
5.51332E+11,5.51332E+11
5.5117E+11,5.5117E+11
5.5009E+11,5.5009E+11
5.5008E+11,5.5008E+11
5.51332E+11,5.51332E+11
5.5009E+11,5.5009E+11
5.5139E+11,5.5139E+11
5.5139E+11,5.5139E+11
5.5139E+11,5.5139E+11
5.5009E+11,5.5009E+11
5.51332E+11,5.51332E+11
5.51332E+11,5.51332E+11
5.5076E+11,5.5076E+11
5.5008E+11,5.5008E+11
5.5008E+11,5.5008E+11
5.5076E+11,5.5076E+11
5.5009E+11,5.5009E+11
5.5009E+11,5.5009E+11
5.5009E+11,5.5009E+11
5.5009E+11,5.5009E+11
5.5009E+11,5.5009E+11
5.5009E+11,5.5009E+11
5.5009E+11,5.5009E+11
5.5059E+11,5.5059E+11
5.5025E+11,5.5025E+11
5.5025E+11,5.5025E+11
5.5025E+11,5.5025E+11
5.5028E+11,5.5028E+11
5.5028E+11,5.5028E+11
5.5028E+11,5.5028E+11
5.5028E+11,5.5028E+11
5.5028E+11,5.5028E+11
5.5028E+11,5.5028E+11
5.5028E+11,5.5028E+11
5.5028E+11,5.5028E+11
5.5028E+11,5.5028E+11
5.5028E+11,5.5028E+11
5.50791E+11,5.50791E+11
5.5068E+11,5.5068E+11
5.50791E+11,5.50791E+11
5.51314E+11,5.51314E+11
5.5039E+11,5.5039E+11
5.5039E+11,5.5039E+11
5.51315E+11,5.51315E+11
5.51314E+11,5.51314E+11
5.51314E+11,5.51314E+11
5.5059E+11,5.5059E+11
5.51091E+11,5.51091E+11
5.5079E+11,5.5079E+11
5.51314E+11,5.51314E+11
5.5079E+11,5.5079E+11
5.51314E+11,5.51314E+11
5.51314E+11,5.51314E+11
5.5025E+11,5.5025E+11
5.50792E+11,5.50792E+11
5.5059E+11,5.5059E+11
5.5002E+11,5.5002E+11
5.5079E+11,5.5079E+11
5.5025E+11,5.5025E+11
5.5025E+11,5.5025E+11
5.5025E+11,5.5025E+11
5.5101E+11,5.5101E+11
5.5101E+11,5.5101E+11
5.5101E+11,5.5101E+11
5.5079E+11,5.5079E+11
5.51211E+11,5.51211E+11
5.51211E+11,5.51211E+11
5.51211E+11,5.51211E+11
5.51211E+11,5.51211E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5068E+11,5.5068E+11
5.51211E+11,5.51211E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.50791E+11,5.50791E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5068E+11,5.5068E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5101E+11,5.5101E+11
5.5079E+11,5.5079E+11
5.51211E+11,5.51211E+11
5.5005E+11,5.5005E+11
5.5026E+11,5.5026E+11
5.5025E+11,5.5025E+11
5.5025E+11,5.5025E+11
5.5025E+11,5.5025E+11
5.5025E+11,5.5025E+11
5.5025E+11,5.5025E+11
5.5025E+11,5.5025E+11
5.5025E+11,5.5025E+11
5.5025E+11,5.5025E+11
5.5079E+11,5.5079E+11
5.5025E+11,5.5025E+11
5.5079E+11,5.5079E+11
5.507E+11,5.507E+11
5.5079E+11,5.5079E+11
5.5078E+11,5.5078E+11
5.5039E+11,5.5039E+11
5.5076E+11,5.5076E+11
5.51E+11,5.51E+11
5.51091E+11,5.51091E+11
5.5141E+11,5.5141E+11
5.5141E+11,5.5141E+11
5.5141E+11,5.5141E+11
5.5039E+11,5.5039E+11
5.5141E+11,5.5141E+11
5.5141E+11,5.5141E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5073E+11,5.5073E+11
5.5141E+11,5.5141E+11
5.5079E+11,5.5079E+11
5.5073E+11,5.5073E+11
5.5141E+11,5.5141E+11
5.51351E+11,5.51351E+11
5.5104E+11,5.5104E+11
5.5104E+11,5.5104E+11
5.5073E+11,5.5073E+11
5.5141E+11,5.5141E+11
5.5141E+11,5.5141E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5141E+11,5.5141E+11
5.5141E+11,5.5141E+11
5.50291E+11,5.50291E+11
5.50291E+11,5.50291E+11
5.5073E+11,5.5073E+11
5.50291E+11,5.50291E+11
5.5073E+11,5.5073E+11
5.50291E+11,5.50291E+11
5.50291E+11,5.50291E+11
5.50291E+11,5.50291E+11
5.50291E+11,5.50291E+11
5.50291E+11,5.50291E+11
5.50792E+11,5.50792E+11
5.5101E+11,5.5101E+11
5.5101E+11,5.5101E+11
5.51151E+11,5.51151E+11
5.5071E+11,5.5071E+11
5.5071E+11,5.5071E+11
5.5101E+11,5.5101E+11
5.51332E+11,5.51332E+11
5.5073E+11,5.5073E+11
5.5071E+11,5.5071E+11
5.5079E+11,5.5079E+11
5.5071E+11,5.5071E+11
5.5079E+11,5.5079E+11
5.5002E+11,5.5002E+11
5.5073E+11,5.5073E+11
5.5079E+11,5.5079E+11
5.5096E+11,5.5096E+11
5.5096E+11,5.5096E+11
5.5079E+11,5.5079E+11
5.51351E+11,5.51351E+11
5.5063E+11,5.5063E+11
5.5063E+11,5.5063E+11
5.50372E+11,5.50372E+11
5.5009E+11,5.5009E+11
5.50896E+11,5.50896E+11
5.5009E+11,5.5009E+11
5.50896E+11,5.50896E+11
5.50897E+11,5.50897E+11
5.5059E+11,5.5059E+11
5.5059E+11,5.5059E+11
5.5059E+11,5.5059E+11
5.5025E+11,5.5025E+11
5.5025E+11,5.5025E+11
5.5025E+11,5.5025E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.50791E+11,5.50791E+11
5.5071E+11,5.5071E+11
5.5025E+11,5.5025E+11
5.5071E+11,5.5071E+11
5.5071E+11,5.5071E+11
5.509E+11,5.509E+11
5.5039E+11,5.5039E+11
5.5035E+11,5.5035E+11
5.5015E+11,5.5015E+11
5.5039E+11,5.5039E+11
5.5039E+11,5.5039E+11
5.5039E+11,5.5039E+11
5.5039E+11,5.5039E+11
5.5039E+11,5.5039E+11
5.5009E+11,5.5009E+11
5.5009E+11,5.5009E+11
5.5039E+11,5.5039E+11
5.5039E+11,5.5039E+11
5.5086E+11,5.5086E+11
5.5086E+11,5.5086E+11
5.50896E+11,5.50896E+11
5.5127E+11,5.5127E+11
5.5105E+11,5.5105E+11
5.5105E+11,5.5105E+11
5.5015E+11,5.5015E+11
5.5127E+11,5.5127E+11
5.5105E+11,5.5105E+11
5.5079E+11,5.5079E+11
5.5035E+11,5.5035E+11
5.5039E+11,5.5039E+11
5.5086E+11,5.5086E+11
5.5039E+11,5.5039E+11
5.50792E+11,5.50792E+11
5.5039E+11,5.5039E+11
5.5039E+11,5.5039E+11
5.5086E+11,5.5086E+11
5.5086E+11,5.5086E+11
5.5086E+11,5.5086E+11
5.5111E+11,5.5111E+11
5.51332E+11,5.51332E+11
5.5127E+11,5.5127E+11
5.5063E+11,5.5063E+11
5.51314E+11,5.51314E+11
5.51314E+11,5.51314E+11
5.5105E+11,5.5105E+11
5.5105E+11,5.5105E+11
5.5101E+11,5.5101E+11
5.5022E+11,5.5022E+11
5.50789E+11,5.50789E+11
5.5127E+11,5.5127E+11
5.5127E+11,5.5127E+11
5.5086E+11,5.5086E+11
5.50792E+11,5.50792E+11
5.5127E+11,5.5127E+11
5.51315E+11,5.51315E+11
5.51314E+11,5.51314E+11
5.5127E+11,5.5127E+11
5.51315E+11,5.51315E+11
5.51315E+11,5.51315E+11
5.5098E+11,5.5098E+11
5.51315E+11,5.51315E+11
5.5025E+11,5.5025E+11
5.51332E+11,5.51332E+11
5.5141E+11,5.5141E+11
5.5141E+11,5.5141E+11
5.51332E+11,5.51332E+11
5.5025E+11,5.5025E+11
5.5025E+11,5.5025E+11
5.5025E+11,5.5025E+11
5.51332E+11,5.51332E+11
5.51332E+11,5.51332E+11
5.51332E+11,5.51332E+11
5.5101E+11,5.5101E+11
5.5063E+11,5.5063E+11
5.50792E+11,5.50792E+11
5.5063E+11,5.5063E+11
5.5022E+11,5.5022E+11
5.5044E+11,5.5044E+11
5.5044E+11,5.5044E+11
5.5022E+11,5.5022E+11
5.5044E+11,5.5044E+11
5.5044E+11,5.5044E+11
5.5098E+11,5.5098E+11
5.5098E+11,5.5098E+11
5.5039E+11,5.5039E+11
5.5022E+11,5.5022E+11
5.5022E+11,5.5022E+11
5.5039E+11,5.5039E+11
5.5105E+11,5.5105E+11
5.5039E+11,5.5039E+11
5.5039E+11,5.5039E+11
5.5039E+11,5.5039E+11
5.5079E+11,5.5079E+11
5.50792E+11,5.50792E+11
5.5039E+11,5.5039E+11
5.5004E+11,5.5004E+11
5.5004E+11,5.5004E+11
5.5101E+11,5.5101E+11
5.5087E+11,5.5087E+11
5.50792E+11,5.50792E+11
5.5035E+11,5.5035E+11
5.5139E+11,5.5139E+11
5.5086E+11,5.5086E+11
5.5086E+11,5.5086E+11
5.5087E+11,5.5087E+11
5.5005E+11,5.5005E+11
5.5087E+11,5.5087E+11
5.5087E+11,5.5087E+11
5.50791E+11,5.50791E+11
5.5087E+11,5.5087E+11
5.513E+11,5.513E+11
5.513E+11,5.513E+11
5.5063E+11,5.5063E+11
5.513E+11,5.513E+11
5.5138E+11,5.5138E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.50792E+11,5.50792E+11
5.5101E+11,5.5101E+11
5.5139E+11,5.5139E+11
5.5039E+11,5.5039E+11
5.5005E+11,5.5005E+11
5.5101E+11,5.5101E+11
5.5087E+11,5.5087E+11
5.5063E+11,5.5063E+11
5.5087E+11,5.5087E+11
5.512E+11,5.512E+11
5.512E+11,5.512E+11
5.512E+11,5.512E+11
5.5101E+11,5.5101E+11
5.5005E+11,5.5005E+11
5.5101E+11,5.5101E+11
5.5101E+11,5.5101E+11
5.5005E+11,5.5005E+11
5.5005E+11,5.5005E+11
5.5005E+11,5.5005E+11
5.5108E+11,5.5108E+11
5.5028E+11,5.5028E+11
5.5101E+11,5.5101E+11
5.5101E+11,5.5101E+11
5.5101E+11,5.5101E+11
5.5101E+11,5.5101E+11
5.5141E+11,5.5141E+11
5.5141E+11,5.5141E+11
5.50791E+11,5.50791E+11
5.5035E+11,5.5035E+11
5.5082E+11,5.5082E+11
5.5141E+11,5.5141E+11
5.5141E+11,5.5141E+11
5.51091E+11,5.51091E+11
5.51091E+11,5.51091E+11
5.51091E+11,5.51091E+11
5.51091E+11,5.51091E+11
5.5004E+11,5.5004E+11
5.5082E+11,5.5082E+11
5.5073E+11,5.5073E+11
5.50471E+11,5.50471E+11
5.5104E+11,5.5104E+11
5.5101E+11,5.5101E+11
5.5101E+11,5.5101E+11
5.5087E+11,5.5087E+11
5.5101E+11,5.5101E+11
5.5101E+11,5.5101E+11
5.5076E+11,5.5076E+11
5.5087E+11,5.5087E+11
5.5063E+11,5.5063E+11
5.5101E+11,5.5101E+11
5.5101E+11,5.5101E+11
5.5063E+11,5.5063E+11
5.5079E+11,5.5079E+11
5.5035E+11,5.5035E+11
5.5063E+11,5.5063E+11
5.5063E+11,5.5063E+11
5.5101E+11,5.5101E+11
5.5101E+11,5.5101E+11
5.50792E+11,5.50792E+11
5.5101E+11,5.5101E+11
5.507E+11,5.507E+11
5.5101E+11,5.5101E+11
5.5101E+11,5.5101E+11
5.5101E+11,5.5101E+11
5.5101E+11,5.5101E+11
5.5101E+11,5.5101E+11
5.50471E+11,5.50471E+11
5.50471E+11,5.50471E+11
5.50471E+11,5.50471E+11
5.50471E+11,5.50471E+11
5.50471E+11,5.50471E+11
5.50471E+11,5.50471E+11
5.50471E+11,5.50471E+11
5.5111E+11,5.5111E+11
5.5111E+11,5.5111E+11
5.5087E+11,5.5087E+11
5.5087E+11,5.5087E+11
5.5087E+11,5.5087E+11
5.5087E+11,5.5087E+11
5.5087E+11,5.5087E+11
5.5087E+11,5.5087E+11
5.5087E+11,5.5087E+11
5.5087E+11,5.5087E+11
5.5087E+11,5.5087E+11
5.50571E+11,5.50571E+11
5.50571E+11,5.50571E+11
5.50571E+11,5.50571E+11
5.50571E+11,5.50571E+11
5.51091E+11,5.51091E+11
5.5087E+11,5.5087E+11
5.5087E+11,5.5087E+11
5.50571E+11,5.50571E+11
5.5101E+11,5.5101E+11
5.5101E+11,5.5101E+11
5.50896E+11,5.50896E+11
5.5087E+11,5.5087E+11
5.5101E+11,5.5101E+11
5.5101E+11,5.5101E+11
5.5101E+11,5.5101E+11
5.5087E+11,5.5087E+11
5.5087E+11,5.5087E+11
5.5098E+11,5.5098E+11
5.5098E+11,5.5098E+11
5.5111E+11,5.5111E+11
5.5017E+11,5.5017E+11
5.5039E+11,5.5039E+11
5.50791E+11,5.50791E+11
5.50792E+11,5.50792E+11
5.50792E+11,5.50792E+11
5.50792E+11,5.50792E+11
5.50792E+11,5.50792E+11
5.50791E+11,5.50791E+11
5.50792E+11,5.50792E+11
5.50792E+11,5.50792E+11
5.5105E+11,5.5105E+11
5.5098E+11,5.5098E+11
5.5098E+11,5.5098E+11
5.5098E+11,5.5098E+11
5.5098E+11,5.5098E+11
5.5098E+11,5.5098E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.50791E+11,5.50791E+11
5.51314E+11,5.51314E+11
5.50791E+11,5.50791E+11
5.50792E+11,5.50792E+11
5.5012E+11,5.5012E+11
5.5012E+11,5.5012E+11
5.5012E+11,5.5012E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.50791E+11,5.50791E+11
5.5014E+11,5.5014E+11
5.50792E+11,5.50792E+11
5.5079E+11,5.5079E+11
5.5014E+11,5.5014E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.50791E+11,5.50791E+11
5.50791E+11,5.50791E+11
5.50792E+11,5.50792E+11
5.50792E+11,5.50792E+11
5.5105E+11,5.5105E+11
5.50791E+11,5.50791E+11
5.5105E+11,5.5105E+11
5.5105E+11,5.5105E+11
5.5066E+11,5.5066E+11
5.51314E+11,5.51314E+11
5.50791E+11,5.50791E+11
5.50791E+11,5.50791E+11
5.5098E+11,5.5098E+11
5.50791E+11,5.50791E+11
5.50791E+11,5.50791E+11
5.5015E+11,5.5015E+11
5.50791E+11,5.50791E+11
5.50792E+11,5.50792E+11
5.5079E+11,5.5079E+11
5.50791E+11,5.50791E+11
5.5066E+11,5.5066E+11
5.5066E+11,5.5066E+11
5.5066E+11,5.5066E+11
5.50791E+11,5.50791E+11
5.50791E+11,5.50791E+11
5.50792E+11,5.50792E+11
5.50791E+11,5.50791E+11
5.50792E+11,5.50792E+11
5.5079E+11,5.5079E+11
5.5118E+11,5.5118E+11
5.5117E+11,5.5117E+11
5.5117E+11,5.5117E+11
5.5111E+11,5.5111E+11
5.50792E+11,5.50792E+11
5.5009E+11,5.5009E+11
5.5017E+11,5.5017E+11
5.5042E+11,5.5042E+11
5.5042E+11,5.5042E+11
5.5044E+11,5.5044E+11
5.5044E+11,5.5044E+11
5.5044E+11,5.5044E+11
5.5044E+11,5.5044E+11
5.5044E+11,5.5044E+11
5.5101E+11,5.5101E+11
5.5101E+11,5.5101E+11
5.5071E+11,5.5071E+11
5.5044E+11,5.5044E+11
5.5044E+11,5.5044E+11
5.5044E+11,5.5044E+11
5.5071E+11,5.5071E+11
5.5071E+11,5.5071E+11
5.5139E+11,5.5139E+11
5.5071E+11,5.5071E+11
5.5126E+11,5.5126E+11
5.5126E+11,5.5126E+11
5.5126E+11,5.5126E+11
5.51332E+11,5.51332E+11
5.51332E+11,5.51332E+11
5.51332E+11,5.51332E+11
5.51332E+11,5.51332E+11
5.51332E+11,5.51332E+11
5.51332E+11,5.51332E+11
5.5015E+11,5.5015E+11
5.5139E+11,5.5139E+11
5.51332E+11,5.51332E+11
5.51332E+11,5.51332E+11
5.51332E+11,5.51332E+11
5.5024E+11,5.5024E+11
5.51332E+11,5.51332E+11
5.51332E+11,5.51332E+11
5.51332E+11,5.51332E+11
5.51131E+11,5.51131E+11
5.51332E+11,5.51332E+11
5.51131E+11,5.51131E+11
5.51315E+11,5.51315E+11
5.5063E+11,5.5063E+11
5.5063E+11,5.5063E+11
5.51351E+11,5.51351E+11
5.51351E+11,5.51351E+11
5.51314E+11,5.51314E+11
5.5015E+11,5.5015E+11
5.5046E+11,5.5046E+11
5.51332E+11,5.51332E+11
5.5015E+11,5.5015E+11
5.5025E+11,5.5025E+11
5.51315E+11,5.51315E+11
5.5025E+11,5.5025E+11
5.5025E+11,5.5025E+11
5.5025E+11,5.5025E+11
5.5025E+11,5.5025E+11
5.5025E+11,5.5025E+11
5.50791E+11,5.50791E+11
5.51315E+11,5.51315E+11
5.51315E+11,5.51315E+11
5.5025E+11,5.5025E+11
5.5025E+11,5.5025E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.50791E+11,5.50791E+11
5.51131E+11,5.51131E+11
5.51131E+11,5.51131E+11
5.51332E+11,5.51332E+11
5.51332E+11,5.51332E+11
5.50831E+11,5.50831E+11
5.51332E+11,5.51332E+11
5.50831E+11,5.50831E+11
5.5009E+11,5.5009E+11
5.50831E+11,5.50831E+11
5.50831E+11,5.50831E+11
5.50831E+11,5.50831E+11
5.5009E+11,5.5009E+11
5.5009E+11,5.5009E+11
5.5101E+11,5.5101E+11
5.5009E+11,5.5009E+11
5.5034E+11,5.5034E+11
5.5009E+11,5.5009E+11
5.5009E+11,5.5009E+11
5.5009E+11,5.5009E+11
5.5009E+11,5.5009E+11
5.5009E+11,5.5009E+11
5.5009E+11,5.5009E+11
5.5025E+11,5.5025E+11
5.5035E+11,5.5035E+11
5.50792E+11,5.50792E+11
5.50792E+11,5.50792E+11
5.5079E+11,5.5079E+11
5.5022E+11,5.5022E+11
5.5025E+11,5.5025E+11
5.50791E+11,5.50791E+11
5.50792E+11,5.50792E+11
5.5059E+11,5.5059E+11
5.5025E+11,5.5025E+11
5.50791E+11,5.50791E+11
5.5046E+11,5.5046E+11
5.5108E+11,5.5108E+11
5.5046E+11,5.5046E+11
5.5087E+11,5.5087E+11
5.5015E+11,5.5015E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.50791E+11,5.50791E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.50791E+11,5.50791E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.50791E+11,5.50791E+11
5.50791E+11,5.50791E+11
5.50791E+11,5.50791E+11
5.5079E+11,5.5079E+11
5.51211E+11,5.51211E+11
5.5068E+11,5.5068E+11
5.5079E+11,5.5079E+11
5.5068E+11,5.5068E+11
5.50792E+11,5.50792E+11
5.5068E+11,5.5068E+11
5.5068E+11,5.5068E+11
5.5028E+11,5.5028E+11
5.5028E+11,5.5028E+11
5.5062E+11,5.5062E+11
5.5062E+11,5.5062E+11
5.51332E+11,5.51332E+11
5.5139E+11,5.5139E+11
5.5009E+11,5.5009E+11
5.5009E+11,5.5009E+11
5.5079E+11,5.5079E+11
5.5079E+11,5.5079E+11
5.5139E+11,5.5139E+11
5.5139E+11,5.5139E+11
5.50792E+11,5.50792E+11
5.5127E+11,5.5127E+11
5.5082E+11,5.5082E+11
5.5031E+11,5.5031E+11
5.5139E+11,5.5139E+11
5.5025E+11,5.5025E+11
5.5139E+11,5.5139E+11
5.5139E+11,5.5139E+11
5.5025E+11,5.5025E+11
5.5117E+11,5.5117E+11
5.50791E+11,5.50791E+11
5.50791E+11,5.50791E+11
5.5139E+11,5.5139E+11
5.50791E+11,5.50791E+11
5.5059E+11,5.5059E+11
5.5087E+11,5.5087E+11
5.5139E+11,5.5139E+11
5.5009E+11,5.5009E+11
5.51332E+11,5.51332E+11
5.5079E+11,5.5079E+11
5.5009E+11,5.5009E+11
5.5059E+11,5.5059E+11
5.5046E+11,5.5046E+11
5.50896E+11,5.50896E+11
5.50897E+11,5.50897E+11
5.5117E+11,5.5117E+11
5.5068E+11,5.5068E+11
5.5117E+11,5.5117E+11
5.5046E+11,5.5046E+11
5.5059E+11,5.5059E+11
5.5046E+11,5.5046E+11
5.5046E+11,5.5046E+11
5.5046E+11,5.5046E+11
5.5073E+11,5.5073E+11
5.5046E+11,5.5046E+11
5.51332E+11,5.51332E+11
5.5059E+11,5.5059E+11
5.5063E+11,5.5063E+11
5.5073E+11,5.5073E+11
5.5009E+11,5.5009E+11
5.5076E+11,5.5076E+11
5.5059E+11,5.5059E+11
5.5059E+11,5.5059E+11
5.51332E+11,5.51332E+11
5.50571E+11,5.50571E+11
5.51332E+11,5.51332E+11
5.5059E+11,5.5059E+11
5.5009E+11,5.5009E+11
5.5059E+11,5.5059E+11
5.5009E+11,5.5009E+11
5.5028E+11,5.5028E+11
5.5028E+11,5.5028E+11
5.5009E+11,5.5009E+11
5.5028E+11,5.5028E+11
5.5035E+11,5.5035E+11
5.5035E+11,5.5035E+11
5.5035E+11,5.5035E+11
5.5035E+11,5.5035E+11
5.5035E+11,5.5035E+11
5.5035E+11,5.5035E+11
5.5079E+11,5.5079E+11
5.5035E+11,5.5035E+11
5.51332E+11,5.51332E+11
5.5068E+11,5.5068E+11
5.5031E+11,5.5031E+11
5.5117E+11,5.5117E+11
5.5117E+11,5.5117E+11
5.5079E+11,5.5079E+11
5.5025E+11,5.5025E+11
5.5025E+11,5.5025E+11
5.50512E+11,5.50512E+11
5.51091E+11,5.51091E+11
5.5025E+11,5.5025E+11
5.50291E+11,5.50291E+11
5.51091E+11,5.51091E+11
5.5062E+11,5.5062E+11
5.505E+11,5.505E+11
5.5022E+11,5.5022E+11
5.505E+11,5.505E+11
5.505E+11,5.505E+11
5.5025E+11,5.5025E+11
5.505E+11,5.505E+11
5.505E+11,5.505E+11
5.50792E+11,5.50792E+11
5.5022E+11,5.5022E+11
5.5086E+11,5.5086E+11
5.5086E+11,5.5086E+11
5.5054E+11,5.5054E+11
